Code_function;Definition_function
4.2.3.153;(5-formylfuran-3-yl)methyl phosphate synthase [EC 4.2.3.153]
4.2.3.154;demethyl-4-deoxygadusol synthase [EC 4.2.3.154]
4.2.3.155;2-epi-valiolone synthase [EC 4.2.3.155]
4.2.3.156;hydroxysqualene synthase [EC 4.2.3.156]
4.2.3.157;(+)-isoafricanol synthase [EC 4.2.3.157]
4.2.3.158;(–)-spiroviolene synthase [EC 4.2.3.158]
4.2.3.159;tsukubadiene synthase [EC 4.2.3.159]
4.2.3.160;(2S,3R,6S,9S)-(–)-protoillud-7-ene synthase [EC 4.2.3.160]
4.2.3.161;(3S)-(+)-asterisca-2(9),6-diene synthase [EC 4.2.3.161]
4.2.3.162;(–)-α-amorphene synthase [EC 4.2.3.162]
4.2.3.163;(+)-corvol ether B synthase [EC 4.2.3.163]
4.2.3.164;(+)-eremophilene synthase [EC 4.2.3.164]
4.2.3.165;(1R,4R,5S)-(–)-guaia-6,10(14)-diene synthase [EC 4.2.3.165]
4.2.3.166;(+)-(1E,4E,6S,7R)-germacra-1(10),4-dien-6-ol synthase [EC 4.2.3.166]
4.2.3.167;dolabella-3,7-dien-18-ol synthase [EC 4.2.3.167]
4.2.3.168;dolathalia-3,7,11-triene synthase [EC 4.2.3.168]
4.2.3.169;7-epi-α-eudesmol synthase [EC 4.2.3.169]
4.2.3.170;4-epi-cubebol synthase [EC 4.2.3.170]
4.2.3.171;(+)-corvol ether A synthase [EC 4.2.3.171]
4.2.3.172;10-epi-juneol synthase [EC 4.2.3.172]
4.2.3.173;τ-cadinol synthase [EC 4.2.3.173]
4.2.3.174;(2E,6E)-hedycaryol synthase [EC 4.2.3.174]
4.2.3.175;10-epi-cubebol synthase [EC 4.2.3.175]
4.2.3.176;sesterfisherol synthase [EC 4.2.3.176]
4.2.3.177;β-thujene synthase [EC 4.2.3.177]
4.2.3.178;stellata-2,6,19-triene synthase [EC 4.2.3.178]
4.2.3.179;guaia-4,6-diene synthase [EC 4.2.3.179]
4.2.3.180;pseudolaratriene synthase [EC 4.2.3.180]
4.2.3.181;selina-4(15),7(11)-diene synthase [EC 4.2.3.181]
4.2.3.182;pristinol synthase [EC 4.2.3.182]
4.2.3.183;nezukol synthase [EC 4.2.3.183]
4.2.3.184;5-hydroxy-α-gurjunene synthase [EC 4.2.3.184]
4.2.3.185;ent-atiserene synthase [EC 4.2.3.185]
4.2.3.186;ent-13-epi-manoyl oxide synthase [EC 4.2.3.186]
4.2.3.187;(2Z,6E)-hedycaryol synthase [EC 4.2.3.187]
4.2.3.188;β-geranylfarnesene synthase [EC 4.2.3.188]
4.2.3.189;9,13-epoxylabd-14-ene synthase [EC 4.2.3.189]
4.2.3.190;manoyl oxide synthase [EC 4.2.3.190]
4.2.3.191;cycloaraneosene synthase [EC 4.2.3.191]
4.2.3.192;labda-7,13(16),14-triene synthase [EC 4.2.3.192]
4.2.3.193;(12E)-labda-8(17),12,14-triene synthase [EC 4.2.3.193]
4.2.3.194;(–)-drimenol synthase [EC 4.2.3.194]
4.2.3.195;rhizathalene A synthase [EC 4.2.3.195]
4.2.3.196;dolabradiene synthase [EC 4.2.3.196]
4.2.3.197;eudesmane-5,11-diol synthase [EC 4.2.3.197]
4.2.3.198;α-selinene synthase [EC 4.2.3.198]
4.2.3.199;(–)-5-epieremophilene synthase [EC 4.2.3.199]
4.2.3.200;β-pinacene synthase [EC 4.2.3.200]
4.2.3.201;hydropyrene synthase [EC 4.2.3.201]
4.2.3.202;hydropyrenol synthase [EC 4.2.3.202]
4.2.3.203;isoelisabethatriene synthase [EC 4.2.3.203]
4.2.3.204;valerianol synthase [EC 4.2.3.204]
4.2.3.205;sodorifen synthase [EC 4.2.3.205]
4.2.99.1;hyaluronate lyase. Now EC 4.2.2.1, hyaluronate lyase [EC 4.2.99.1]
4.2.99.2;threonine synthase. Now EC 4.2.3.1, threonine synthase [EC 4.2.99.2]
4.2.99.3;pectate lyase. Now EC 4.2.2.2, pectate lyase [EC 4.2.99.3]
4.2.99.4;alginate lyase. Now EC 4.2.2.3, poly(β-D-mannuronate) lyase [EC 4.2.99.4]
4.2.99.5; polyglucuronide lyase [EC 4.2.99.5]
4.2.99.6; chondroitin sulfate lyase. Now included with EC 4.2.2.4 (chondroitin ABC lyase) and EC 4.2.2.5 (chondroitin AC lyase) [EC 4.2.99.6]
4.2.99.7;ethanolamine-phosphate phospho-lyase. Now EC 4.2.3.2, ethanolamine-phosphate phospho-lyase [EC 4.2.99.7]
4.2.99.8;cysteine synthase. Now EC 2.5.1.47, cysteine synthase [EC 4.2.99.8]
4.2.99.9;O-succinylhomoserine (thiol)-lyase. Now EC 2.5.1.48, cystathionine γ-synthase [EC 4.2.99.9]
4.2.99.10;O-acetylhomoserine (thiol)-lyase. Now EC 2.5.1.49, O-acetylhomoserine aminocarboxypropyltransferase [EC 4.2.99.10]
4.2.99.11;methylglyoxal synthase. Now EC 4.2.3.3, methylglyoxal synthase [EC 4.2.99.11]
4.2.99.12;carboxymethyloxysuccinate lyase [EC 4.2.99.12]
4.2.99.13;β-(9-cytokinin)-alanine synthase. Now EC 2.5.1.50, zeatin 9-aminocarboxyethyltransferase [EC 4.2.99.13]
4.2.99.14;β-pyrazolylalanine synthase (acetylserine). Now EC 2.5.1.51, β-pyrazolylalanine synthase [EC 4.2.99.14]
4.2.99.15;L-mimosine synthase. Now EC 2.5.1.52, L-mimosine synthase [EC 4.2.99.15]
4.2.99.16;uracilylalanine synthase. Now EC 2.5.1.53, uracilylalanine synthase [EC 4.2.99.16]
4.2.99.17;thermopsin. Listed as EC 2.5.1.51, β-pyrazolylalanine synthase [EC 4.2.99.17]
4.2.99.18;DNA-(apurinic or apyrimidinic site) lyase [EC 4.2.99.18]
4.2.99.19;2-hydroxypropyl-CoM lyase. Now EC 4.4.1.23, 2-hydroxypropyl-CoM lyase. The enzyme was incorrectly classified as acting on a C-O bond rather than a C-S bond [EC 4.2.99.19]
4.2.99.20;2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC 4.2.99.20]
4.2.99.21;isochorismate lyase [EC 4.2.99.21]
4.2.99.22;tuliposide A-converting enzyme [EC 4.2.99.22]
4.2.99.23;tuliposide B-converting enzyme [EC 4.2.99.23]
4.2.99.24;thebaine synthase [EC 4.2.99.24]
4.3.1.1;aspartate ammonia-lyase [EC 4.3.1.1]
4.3.1.2;methylaspartate ammonia-lyase [EC 4.3.1.2]
4.3.1.3;histidine ammonia-lyase [EC 4.3.1.3]
4.3.1.4;formimidoyltetrahydrofolate cyclodeaminase [EC 4.3.1.4]
4.3.1.5;phenylalanine ammonia-lyase. Now divided into EC 4.3.1.23 (tyrosine ammonia-lyase), EC 4.3.1.24 (phenylalanine ammonia-lyase) and EC 4.3.1.25 (phenylalanine/tyrosine ammonia-lyase) [EC 4.3.1.5]
4.3.1.6;β-alanyl-CoA ammonia-lyase [EC 4.3.1.6]
4.3.1.7;ethanolamine ammonia-lyase [EC 4.3.1.7]
4.3.1.8;hydroxymethylbilane synthase. Now EC 2.5.1.61, hydroxymethylbilane synthase [EC 4.3.1.8]
4.3.1.9;glucosaminate ammonia-lyase [EC 4.3.1.9]
4.3.1.10;serine-sulfate ammonia-lyase [EC 4.3.1.10]
4.3.1.11;dihydroxyphenylalanine ammonia-lyase. The entry had been drafted on the basis of a single abstract that did not provide experimental evidence of the enzyme-catalysed reaction [EC 4.3.1.11]
4.3.1.12;ornithine cyclodeaminase [EC 4.3.1.12]
4.3.1.13;carbamoyl-serine ammonia-lyase [EC 4.3.1.13]
4.3.1.14;3-aminobutyryl-CoA ammonia-lyase [EC 4.3.1.14]
4.3.1.15;diaminopropionate ammonia-lyase [EC 4.3.1.15]
4.3.1.16;threo-3-hydroxy-L-aspartate ammonia-lyase [EC 4.3.1.16]
4.3.1.17;L-serine ammonia-lyase [EC 4.3.1.17]
4.3.1.18;D-serine ammonia-lyase [EC 4.3.1.18]
4.3.1.19;threonine ammonia-lyase [EC 4.3.1.19]
4.3.1.20;erythro-3-hydroxy-L-aspartate ammonia-lyase [EC 4.3.1.20]
4.3.1.21; aminodeoxygluconate ammonia-lyase. Enzyme is identical to EC 4.3.1.9, glucosaminate ammonia-lyase [EC 4.3.1.21]
4.3.1.22;3,4-dihydroxyphenylalanine reductive deaminase [EC 4.3.1.22]
4.3.1.23;tyrosine ammonia-lyase [EC 4.3.1.23]
4.3.1.24;phenylalanine ammonia-lyase [EC 4.3.1.24]
4.3.1.25;phenylalanine/tyrosine ammonia-lyase [EC 4.3.1.25]
4.3.1.26;chromopyrrolate synthase. Now EC 1.21.3.9, dichlorochromopyrrolate synthase [EC 4.3.1.26]
4.3.1.27;threo-3-hydroxy-D-aspartate ammonia-lyase [EC 4.3.1.27]
4.3.1.28;L-lysine cyclodeaminase [EC 4.3.1.28]
4.3.1.29;D-glucosaminate-6-phosphate ammonia-lyase [EC 4.3.1.29]
4.3.1.30;dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase [EC 4.3.1.30]
4.3.1.31;L-tryptophan ammonia lyase [EC 4.3.1.31]
4.3.1.32;7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [EC 4.3.1.32]
4.3.2.1;argininosuccinate lyase [EC 4.3.2.1]
4.3.2.2;adenylosuccinate lyase [EC 4.3.2.2]
4.3.2.3;ureidoglycolate lyase [EC 4.3.2.3]
4.3.2.4;purine imidazole-ring cyclase [EC 4.3.2.4]
4.3.2.5;peptidylamidoglycolate lyase [EC 4.3.2.5]
4.3.2.6;γ-L-glutamyl-butirosin B γ-glutamyl cyclotransferase [EC 4.3.2.6]
4.3.2.7;glutathione-specific γ-glutamylcyclotransferase [EC 4.3.2.7]
4.3.2.8;γ-glutamylamine cyclotransferase [EC 4.3.2.8]
4.3.2.9;γ-glutamylcyclotransferase [EC 4.3.2.9]
4.3.2.10;imidazole glycerol-phosphate synthase [EC 4.3.2.10]
4.3.2.11;(3R)-3-[(carboxylmethyl)amino]fatty acid synthase [EC 4.3.2.11]
4.3.3.1;3-ketovalidoxylamine C-N-lyase [EC 4.3.3.1]
4.3.3.2;strictosidine synthase [EC 4.3.3.2]
4.3.3.3;deacetylisoipecoside synthase [EC 4.3.3.3]
4.3.3.4;deacetylipecoside synthase [EC 4.3.3.4]
4.3.3.5;4′-demethylrebeccamycin synthase [EC 4.3.3.5]
4.3.3.6;pyridoxal 5′-phosphate synthase (glutamine hydrolysing) [EC 4.3.3.6]
4.3.3.7;4-hydroxy-tetrahydrodipicolinate synthase [EC 4.3.3.7]
4.3.99.1;cyanate lyase. Now EC 4.2.1.104, cyanate hydratase [EC 4.3.99.1]
4.3.99.2;carboxybiotin decarboxylase. Now EC 7.2.4.1, carboxybiotin decarboxylase [EC 4.3.99.2]
4.3.99.3;7-carboxy-7-deazaguanine synthase [EC 4.3.99.3]
4.3.99.4;choline trimethylamine-lyase [EC 4.3.99.4]
4.3.99.5;nitrosuccinate lyase [EC 4.3.99.5]
4.4.1.1;cystathionine γ-lyase [EC 4.4.1.1]
4.4.1.2;homocysteine desulfhydrase [EC 4.4.1.2]
4.4.1.3;dimethylpropiothetin dethiomethylase [EC 4.4.1.3]
4.4.1.4;alliin lyase [EC 4.4.1.4]
4.4.1.5;lactoylglutathione lyase [EC 4.4.1.5]
4.4.1.6;S-alkylcysteine lyase. Now included in EC 4.4.1.13, cysteine-S-conjugate β-lyase [EC 4.4.1.6]
4.4.1.7; S-(hydroxyalkyl)glutathione lyase. Now included with EC 2.5.1.18 glutathione transferase [EC 4.4.1.7]
4.4.1.8;cystathionine β-lyase. Now included in EC 4.4.1.13, cysteine-S-conjugate β-lyase [EC 4.4.1.8]
4.4.1.9;L-3-cyanoalanine synthase [EC 4.4.1.9]
4.4.1.10;cysteine lyase [EC 4.4.1.10]
4.4.1.11;methionine γ-lyase [EC 4.4.1.11]
4.4.1.12;sulfoacetaldehyde lyase. Activity due to EC 2.3.3.15, sulfoacetaldehyde acetyltransferase [EC 4.4.1.12]
4.4.1.13;cysteine-S-conjugate β-lyase [EC 4.4.1.13]
4.4.1.14;1-aminocyclopropane-1-carboxylate synthase [EC 4.4.1.14]
4.4.1.15;D-cysteine desulfhydrase [EC 4.4.1.15]
4.4.1.16;selenocysteine lyase [EC 4.4.1.16]
4.4.1.17;holocytochrome-c synthase [EC 4.4.1.17]
4.4.1.18;prenylcysteine lyase. Now EC 1.8.3.5, prenylcysteine oxidase [EC 4.4.1.18]
4.4.1.19;phosphosulfolactate synthase [EC 4.4.1.19]
4.4.1.20;leukotriene-C4 synthase [EC 4.4.1.20]
4.4.1.21;S-ribosylhomocysteine lyase [EC 4.4.1.21]
4.4.1.22;S-(hydroxymethyl)glutathione synthase [EC 4.4.1.22]
4.4.1.23;2-hydroxypropyl-CoM lyase [EC 4.4.1.23]
4.4.1.24;(2R)-sulfolactate sulfo-lyase [EC 4.4.1.24]
4.4.1.25;L-cysteate sulfo-lyase [EC 4.4.1.25]
4.4.1.26;olivetolic acid cyclase [EC 4.4.1.26]
4.4.1.27;carbon disulfide lyase. Now EC 3.13.1.5, carbon disulfide hydrolase [EC 4.4.1.27]
4.4.1.28;L-cysteine desulfidase [EC 4.4.1.28]
4.4.1.29;phycobiliprotein cysteine-84 phycobilin lyase [EC 4.4.1.29]
4.4.1.30;phycobiliprotein β-cysteine-155 phycobilin lyase [EC 4.4.1.30]
4.4.1.31;phycoerythrocyanin α-cysteine-84 phycoviolobilin lyase/isomerase [EC 4.4.1.31]
4.4.1.32;C-phycocyanin α-cysteine-84 phycocyanobilin lyase [EC 4.4.1.32]
4.4.1.33;R-phycocyanin α-cysteine-84 phycourobilin lyase/isomerase [EC 4.4.1.33]
4.4.1.34;isoprene-epoxide—glutathione S-transferase [EC 4.4.1.34]
4.4.1.35;L-cystine β-lyase [EC 4.4.1.35]
4.4.1.36;hercynylcysteine S-oxide lyase [EC 4.4.1.36]
4.4.1.37;pyridinium-3,5-bisthiocarboxylic acid mononucleotide synthase [EC 4.4.1.37]
4.4.1.38;isethionate sulfite-lyase [EC 4.4.1.38]
4.4.1.39;C-phycoerythrin α-cysteine-82 phycoerythrobilin lyase [EC 4.4.1.39]
4.4.1.40;C-phycoerythrin β-cysteine-48/59 phycoerythrobilin lyase [EC 4.4.1.40]
4.4.1.41;(2S)-3-sulfopropanediol sulfolyase [EC 4.4.1.41]
4.5.1.1;DDT-dehydrochlorinase [EC 4.5.1.1]
4.5.1.2;3-chloro-D-alanine dehydrochlorinase [EC 4.5.1.2]
4.5.1.3;dichloromethane dehalogenase [EC 4.5.1.3]
4.5.1.4;L-2-amino-4-chloropent-4-enoate dehydrochlorinase [EC 4.5.1.4]
4.5.1.5;S-carboxymethylcysteine synthase [EC 4.5.1.5]
4.6.1.1;adenylate cyclase [EC 4.6.1.1]
4.6.1.2;guanylate cyclase [EC 4.6.1.2]
4.6.1.3;3-dehydroquinate synthase. Now EC 4.2.3.4, 3-dehydroquinate synthase [EC 4.6.1.3]
4.6.1.4;chorismate synthase. Now EC 4.2.3.5, chorismate synthase [EC 4.6.1.4]
4.6.1.5;pentalenene synthase. Now EC 4.2.3.7, pentalenene synthase [EC 4.6.1.5]
4.6.1.6;cytidylate cyclase [EC 4.6.1.6]
4.6.1.7;casbene synthase. Now EC 4.2.3.8, casbene synthase [EC 4.6.1.7]
4.6.1.8;(-)-endo-fenchol synthase. Now EC 4.2.3.10, (-)-endo-fenchol synthase [EC 4.6.1.8]
4.6.1.9;sabinene-hydrate synthase. Now EC 4.2.3.11, sabinene-hydrate synthase [EC 4.6.1.9]
4.6.1.10;6-pyruvoyltetrahydropterin synthase. Now EC 4.2.3.12, 6-pyruvoyltetrahydropterin synthase [EC 4.6.1.10]
4.6.1.11;(+)-δ-cadinene synthase. Now EC 4.2.3.13, (+)-δ-cadinene synthase [EC 4.6.1.11]
4.6.1.12;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC 4.6.1.12]
4.6.1.13;phosphatidylinositol diacylglycerol-lyase [EC 4.6.1.13]
4.6.1.14;glycosylphosphatidylinositol diacylglycerol-lyase [EC 4.6.1.14]
4.6.1.15;FAD-AMP lyase (cyclizing) [EC 4.6.1.15]
4.6.1.16;tRNA-intron lyase [EC 4.6.1.16]
4.6.1.17;cyclic pyranopterin monophosphate synthase [EC 4.6.1.17]
4.6.1.18;pancreatic ribonuclease [EC 4.6.1.18]
4.6.1.19;ribonuclease T2 [EC 4.6.1.19]
4.6.1.20;ribonuclease U2 [EC 4.6.1.20]
4.6.1.21;Enterobacter ribonuclease [EC 4.6.1.21]
4.6.1.22;Bacillus subtilis ribonuclease [EC 4.6.1.22]
4.6.1.23;ribotoxin [EC 4.6.1.23]
4.6.1.24;ribonuclease T1 [EC 4.6.1.24]
4.6.1.25;bacteriophage T4 restriction endoribonuclease RegB [EC 4.6.1.25]
4.6.1.26;uridylate cyclase [EC 4.6.1.26]
4.7.1.1;α-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase [EC 4.7.1.1]
4.8.1.1;L-piperazate synthase [EC 4.8.1.1]
4.8.1.2;aliphatic aldoxime dehydratase [EC 4.8.1.2]
4.8.1.3;indoleacetaldoxime dehydratase [EC 4.8.1.3]
4.8.1.4;phenylacetaldoxime dehydratase [EC 4.8.1.4]
4.98.1.1;protoporphyrin ferrochelatase [EC 4.98.1.1]
4.99.1.1;protoporphyrin ferrochelatase, now classified as EC 4.98.1.1, protoporphyrin ferrochelatase [EC 4.99.1.1]
4.99.1.2;alkylmercury lyase [EC 4.99.1.2]
4.99.1.3;sirohydrochlorin cobaltochelatase [EC 4.99.1.3]
4.99.1.4;sirohydrochlorin ferrochelatase [EC 4.99.1.4]
4.99.1.5;aliphatic aldoxime dehydratase, now classified as EC 4.8.1.2, aliphatic aldoxime dehydratase [EC 4.99.1.5]
4.99.1.6;indoleacetaldoxime dehydratase, now classified as EC 4.8.1.3, indoleacetaldoxime dehydratase [EC 4.99.1.6]
4.99.1.7;phenylacetaldoxime dehydratase, now classified as EC 4.8.1.4, phenylacetaldoxime dehydratase [EC 4.99.1.7]
4.99.1.8;heme ligase [EC 4.99.1.8]
4.99.1.9;coproporphyrin ferrochelatase [EC 4.99.1.9]
4.99.1.10;magnesium dechelatase [EC 4.99.1.10]
4.99.1.11;sirohydrochlorin nickelchelatase [EC 4.99.1.11]
4.99.1.12;pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel chelatase [EC 4.99.1.12]
5.1.1.1;alanine racemase [EC 5.1.1.1]
5.1.1.2;methionine racemase [EC 5.1.1.2]
5.1.1.3;glutamate racemase [EC 5.1.1.3]
5.1.1.4;proline racemase [EC 5.1.1.4]
5.1.1.5;lysine racemase [EC 5.1.1.5]
5.1.1.6;threonine racemase [EC 5.1.1.6]
5.1.1.7;diaminopimelate epimerase [EC 5.1.1.7]
5.1.1.8;4-hydroxyproline epimerase [EC 5.1.1.8]
5.1.1.9;arginine racemase [EC 5.1.1.9]
5.1.1.10;amino-acid racemase [EC 5.1.1.10]
5.1.1.11;phenylalanine racemase (ATP-hydrolysing) [EC 5.1.1.11]
5.1.1.12;ornithine racemase [EC 5.1.1.12]
5.1.1.13;aspartate racemase [EC 5.1.1.13]
5.1.1.14;nocardicin A epimerase [EC 5.1.1.14]
5.1.1.15;2-aminohexano-6-lactam racemase [EC 5.1.1.15]
5.1.1.16;protein-serine epimerase [EC 5.1.1.16]
5.1.1.17;isopenicillin-N epimerase [EC 5.1.1.17]
5.1.1.18;serine racemase [EC 5.1.1.18]
5.1.1.19;O-ureido-serine racemase [EC 5.1.1.19]
5.1.1.20;L-Ala-D/L-Glu epimerase [EC 5.1.1.20]
5.1.1.21;isoleucine 2-epimerase [EC 5.1.1.21]
5.1.1.22;4-hydroxyproline betaine 2-epimerase [EC 5.1.1.22]
5.1.1.23;UDP-N-acetyl-α-D-muramoyl-L-alanyl-L-glutamate epimerase [EC 5.1.1.23]
5.1.1.24;histidine racemase [EC 5.1.1.24]
5.1.2.1;lactate racemase [EC 5.1.2.1]
5.1.2.2;mandelate racemase [EC 5.1.2.2]
5.1.2.3;3-hydroxybutyryl-CoA epimerase [EC 5.1.2.3]
5.1.2.4;acetoin racemase [EC 5.1.2.4]
5.1.2.5;tartrate epimerase [EC 5.1.2.5]
5.1.2.6;isocitrate epimerase [EC 5.1.2.6]
5.1.2.7;tagaturonate epimerase [EC 5.1.2.7]
5.1.3.1;ribulose-phosphate 3-epimerase [EC 5.1.3.1]
5.1.3.2;UDP-glucose 4-epimerase [EC 5.1.3.2]
5.1.3.3;aldose 1-epimerase [EC 5.1.3.3]
5.1.3.4;L-ribulose-5-phosphate 4-epimerase [EC 5.1.3.4]
5.1.3.5;UDP-arabinose 4-epimerase [EC 5.1.3.5]
5.1.3.6;UDP-glucuronate 4-epimerase [EC 5.1.3.6]
5.1.3.7;UDP-N-acetylglucosamine 4-epimerase [EC 5.1.3.7]
5.1.3.8;N-acylglucosamine 2-epimerase [EC 5.1.3.8]
5.1.3.9;N-acylglucosamine-6-phosphate 2-epimerase [EC 5.1.3.9]
5.1.3.10;CDP-paratose 2-epimerase [EC 5.1.3.10]
5.1.3.11;cellobiose epimerase [EC 5.1.3.11]
5.1.3.12;UDP-glucuronate 5-epimerase. The enzyme has never been purified and the activity was later shown not to exist. [EC 5.1.3.12]
5.1.3.13;dTDP-4-dehydrorhamnose 3,5-epimerase [EC 5.1.3.13]
5.1.3.14;UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC 5.1.3.14]
5.1.3.15;glucose-6-phosphate 1-epimerase [EC 5.1.3.15]
5.1.3.16;UDP-glucosamine 4-epimerase [EC 5.1.3.16]
5.1.3.17;heparosan-N-sulfate-glucuronate 5-epimerase [EC 5.1.3.17]
5.1.3.18;GDP-mannose 3,5-epimerase [EC 5.1.3.18]
5.1.3.19;chondroitin-glucuronate 5-epimerase [EC 5.1.3.19]
5.1.3.20;ADP-glyceromanno-heptose 6-epimerase [EC 5.1.3.20]
5.1.3.21;maltose epimerase [EC 5.1.3.21]
5.1.3.22;L-ribulose-5-phosphate 3-epimerase [EC 5.1.3.22]
5.1.3.23;UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase [EC 5.1.3.23]
5.1.3.24;N-acetylneuraminate epimerase [EC 5.1.3.24]
5.1.3.25;dTDP-L-rhamnose 4-epimerase [EC 5.1.3.25]
5.1.3.26;N-acetyl-α-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase [EC 5.1.3.26]
5.1.3.27;dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase [EC 5.1.3.27]
5.1.3.28;UDP-N-acetyl-L-fucosamine synthase [EC 5.1.3.28]
5.1.3.29;L-fucose mutarotase [EC 5.1.3.29]
5.1.3.30;D-psicose 3-epimerase [EC 5.1.3.30]
5.1.3.31;D-tagatose 3-epimerase [EC 5.1.3.31]
5.1.3.32;L-rhamnose mutarotase [EC 5.1.3.32]
5.1.3.33;2-epi-5-epi-valiolone epimerase [EC 5.1.3.33]
5.1.3.34;monoglucosyldiacylglycerol epimerase [EC 5.1.3.34]
5.1.3.35;2-epi-5-epi-valiolone 7-phosphate 2-epimerase [EC 5.1.3.35]
5.1.3.36;heparosan-glucuronate 5-epimerase [EC 5.1.3.36]
5.1.3.37;mannuronan 5-epimerase [EC 5.1.3.37]
5.1.3.38;D-erythrulose 1-phosphate 3-epimerase [EC 5.1.3.38]
5.1.3.39;L-erythrulose 4-phosphate epimerase. The activity has been shown not to take place. [EC 5.1.3.39]
5.1.3.40;D-tagatose 6-phosphate 4-epimerase [EC 5.1.3.40]
5.1.3.41;fructoselysine 3-epimerase [EC 5.1.3.41]
5.1.3.42;D-glucosamine-6-phosphate 4-epimerase [EC 5.1.3.42]
5.1.3.43;sulfoquinovose mutarotase [EC 5.1.3.43]
5.1.3.44;mannose 2-epimerase [EC 5.1.3.44]
5.1.99.1;methylmalonyl-CoA epimerase [EC 5.1.99.1]
5.1.99.2;16-hydroxysteroid epimerase [EC 5.1.99.2]
5.1.99.3;allantoin racemase [EC 5.1.99.3]
5.1.99.4;α-methylacyl-CoA racemase [EC 5.1.99.4]
5.1.99.5;hydantoin racemase [EC 5.1.99.5]
5.1.99.6;NAD(P)H-hydrate epimerase [EC 5.1.99.6]
5.1.99.7;dihydroneopterin triphosphate 2′-epimerase [EC 5.1.99.7]
5.1.99.8;7,8-dihydroneopterin epimerase [EC 5.1.99.8]
5.2.1.1;maleate isomerase [EC 5.2.1.1]
5.2.1.2;maleylacetoacetate isomerase [EC 5.2.1.2]
5.2.1.3;"retinal isomerase. Now known to be catalysed by a pathway involving EC 1.1.1.300, NADP-retinol dehydrogenase; EC 2.3.1.135, phosphatidylcholine—retinol O-acyltransferase; EC 3.1.1.64, retinoid isomerohydrolase; and EC 1.1.1.315, 11-cis-retinol dehydrogenase. [EC 5.2.1.3]"
5.2.1.4;maleylpyruvate isomerase [EC 5.2.1.4]
5.2.1.5;linoleate isomerase [EC 5.2.1.5]
5.2.1.6;furylfuramide isomerase [EC 5.2.1.6]
5.2.1.7;retinol isomerase. Transferred to EC 3.1.1.64, retinoid isomerohydrolase. [EC 5.2.1.7]
5.2.1.8;peptidylprolyl isomerase [EC 5.2.1.8]
5.2.1.9;farnesol 2-isomerase [EC 5.2.1.9]
5.2.1.10;2-chloro-4-carboxymethylenebut-2-en-1,4-olide isomerase [EC 5.2.1.10]
5.2.1.11;4-hydroxyphenylacetaldehyde-oxime isomerase. The existence of this enzyme has been called into question by one of the authors of the reference cited [EC 5.2.1.11]
5.2.1.12;ζ-carotene isomerase [EC 5.2.1.12]
5.2.1.13;prolycopene isomerase [EC 5.2.1.13]
5.2.1.14;β-carotene isomerase [EC 5.2.1.14]
5.3.1.1;triose-phosphate isomerase [EC 5.3.1.1]
5.3.1.2; erythrose isomerase [EC 5.3.1.2]
5.3.1.3;D-arabinose isomerase [EC 5.3.1.3]
5.3.1.4;L-arabinose isomerase [EC 5.3.1.4]
5.3.1.5;xylose isomerase [EC 5.3.1.5]
5.3.1.6;ribose-5-phosphate isomerase [EC 5.3.1.6]
5.3.1.7;mannose isomerase [EC 5.3.1.7]
5.3.1.8;mannose-6-phosphate isomerase [EC 5.3.1.8]
5.3.1.9;glucose-6-phosphate isomerase [EC 5.3.1.9]
5.3.1.10;glucosamine-6-phosphate isomerase. Now EC 3.5.99.6, glucosamine-6-phosphate deaminase [EC 5.3.1.10]
5.3.1.11; acetylglucosaminephosphate isomerase [EC 5.3.1.11]
5.3.1.12;glucuronate isomerase [EC 5.3.1.12]
5.3.1.13;arabinose-5-phosphate isomerase [EC 5.3.1.13]
5.3.1.14;L-rhamnose isomerase [EC 5.3.1.14]
5.3.1.15;D-lyxose ketol-isomerase [EC 5.3.1.15]
5.3.1.16;1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase [EC 5.3.1.16]
5.3.1.17;5-dehydro-4-deoxy-D-glucuronate isomerase [EC 5.3.1.17]
5.3.1.18; glucose isomerase. Reaction is due to EC 5.3.1.9 glucose-6-phosphate isomerase, in the presence of arsenate, or EC 5.3.1.5 xylose isomerase [EC 5.3.1.18]
5.3.1.19;glucosaminephosphate isomerase. Now EC 2.6.1.16, glutamine—fructose-6-phosphate transaminase (isomerizing) [EC 5.3.1.19]
5.3.1.20;ribose isomerase [EC 5.3.1.20]
5.3.1.21;corticosteroid side-chain-isomerase [EC 5.3.1.21]
5.3.1.22;hydroxypyruvate isomerase [EC 5.3.1.22]
5.3.1.23;S-methyl-5-thioribose-1-phosphate isomerase [EC 5.3.1.23]
5.3.1.24;phosphoribosylanthranilate isomerase [EC 5.3.1.24]
